,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
145,False,/4kqmdx6OLZp8hSCI1RCAVgGD0XC.jpg,[18],423333,en,Mass,"Years after a tragic shooting, the parents of both the victim and the perpetrator meet face-to-face.",4.817,/h5NjOofdHeb6VX8U4xJHq8dfNOI.jpg,2021-10-08,Mass,False,9.0,2
146,False,/8a5Mzgzq6sKIxCwAUTxVPVwMpCc.jpg,"[18, 14]",749004,fr,Petite maman,"Eight-year-old Nelly has just lost her beloved grandmother and is helping her parents clean out her mother's childhood home. She explores the house and the surrounding woods where her mother used to play and where she built the fort Nelly has heard so much about. One day her mother suddenly leaves, and Nelly meets a girl of her own age in the woods, building a fort.",7.779,/sN0HC5JNJLisNnm7lP6rRnQVmfx.jpg,2021-06-02,Petite maman,False,7.0,46
147,False,/580aO5umsOX5FAFmD6ObYvVuk6p.jpg,"[35, 18]",579245,fr,Hors Normes,"For twenty years, Bruno and Malik have lived in a different world—the world of autistic children and teens. In charge of two separate nonprofit organizations (The Hatch & The Shelter), they train young people from underprivileged areas to be caregivers for extreme cases that have been refused by all other institutions. It’s an exceptional partnership, outside of traditional settings, for some quite extraordinary characters.",10.392,/lcg4GhZCgntHSZRVFYQ1oShdpFw.jpg,2019-10-23,The Specials,False,7.9,656
148,False,,"[10751, 35]",818769,en,Mr. Birthday,"While working his maintenance job at an upscale hotel, Barry encounters the mysterious Mr. Jay. He introduces Barry to the International Birthday Network, an agency which helps children across the globe suffering from miserable birthdays.",10.801,/7DPPXPjRAprZlpT6O4DROfmyCts.jpg,2021-12-17,Mr. Birthday,False,0.0,0
149,False,,[27],661791,es,La abuela,"A Paris model must return to Madrid where her grandmother, who raised her, has had a stroke. But spending just a few days with this relative turns into an unexpected nightmare.",6.361,/kwW0Dl0pl50Uq1MHuWuIwTehjsm.jpg,2022-01-05,The Grandmother,False,0.0,0
150,False,/3smyqTUSU23Q8GMFUYXV8urLstq.jpg,"[878, 35, 10749]",795813,de,Ich bin dein Mensch,"Alma is a scientist at Berlin's famous Pergamon Museum. In order to obtain research funds for her studies, she accepts an offer to participate in an extraordinary experiment. For three weeks, she must live with a humanoid robot with artificial intelligence designed to allow it to morph into that of her ideal life partner. Enter Tom, a machine in human form, created to make her happy.",6.535,/r8j4dGQat5sZKREHVlORe774BU4.jpg,2021-08-05,I'm Your Man,False,6.8,42
151,False,/92wS1N979zfh9nBwp8pHf5Qe012.jpg,"[28, 18, 53]",690957,te,పుష్పా - The Rise,Film based on the red sandal smuggling in India.,7.498,/jFHbrNh6LMnKKSz7nlflFyrwK5T.jpg,2021-12-17,Pushpa: The Rise – Part 1,False,0.0,0
152,False,/3AP6umJzswdgPZMiAHmOvnQL8nt.jpg,"[16, 35, 12]",824184,ru,Три богатыря и Конь на троне,"As always, our beloved horse, Julius, is steeped in history. And at the same time he helped the Prince - they accidentally exchanged bodies, of course, not without the help of an old acquaintance - Baba Yaga and a little witchcraft. Now Julius is sitting in the palace and landscaping Kiev, and the Prince plows the field. These are the games of thrones. But this cannot go on for long, the fatherland is in danger! And as always, three heroes get down to business.",7.774,/wQqEh8BqiTRFhp50c8jGD6A8gpx.jpg,2021-12-30,Three Heroes and The Horse on The Throne,False,0.0,0
153,False,,[],647250,en,The Machine,"A feature film telling comedian Bert Kreischer’s story. In the comic’s stand-up special “The Machine,” the story follows Kreischer’s adventure as a seventh-year senior at Florida State University who was accidentally majoring in Russian. Kreischer says he became well known among Russian Mafia members while studying abroad and earned the nickname “the Machine” because of his incredible drinking prowess. Ultimately, his connections would catch up with him on a class trip where he was forced to become an accomplice in a train robbery.",7.443,,2022-01-01,The Machine,False,0.0,0
154,False,/rXRf5Okqg0FzDpmZkt4wly2asB2.jpg,"[18, 53]",672208,fa,قهرمان,"Rahim is in prison because of a debt he was unable to repay. During a two-day leave, he tries to convince his creditor to withdraw his complaint against the payment of part of the sum. But things don't go as planned.",7.057,/5VBPRWW13OJoiLA6suLofnjLKou.jpg,2021-12-15,A Hero,False,0.0,0
155,False,/99ELcYVIWtbNeP9qH4Ae6o3VAtn.jpg,"[18, 10749]",746131,fr,Les Olympiades,"Émilie meets Camille who is attracted to Nora, who crosses paths with Amber. Three girls and a boy – They’re friends, sometimes lovers and often both.",6.555,/qFnn1UkHguEnaKq9hW7fNRRm8EG.jpg,2021-11-03,"Paris, 13th District",False,7.5,50
156,False,/ky4bep9wQPi225VRBnCySPz0sV.jpg,"[18, 53, 9648]",682532,en,John and the Hole,"While exploring the neighboring woods, 13-year-old John discovers an unfinished bunker — a deep hole in the ground. Seemingly without provocation, he drugs his affluent parents and older sister and drags their unconscious bodies into the bunker, where he holds them captive. As they anxiously wait for John to free them from the hole, the boy returns home, where he can finally do what he wants.",6.512,/d4q2RjUP0LiESQhRSAdnewXfh24.jpg,2021-08-06,John and the Hole,False,6.1,18
157,False,/oRqKtgOXMXCEdA2zSpD9GoVyUq8.jpg,"[35, 28]",613377,fr,30 jours max,"Rayane is a scared and clumsy young cop who is constantly mocked by other cops. The day his doctor wrongly tells him that he has only thirty days to live, he understands that this is his last chance to become a hero within his police station and impress his colleague Stéphanie. The eternal fearful man then turns into a real hothead who will take all the risks to catch a big drug lord...",9.3,/okepE7ytt7bWyFdD77Et273sAtt.jpg,2020-10-14,30 Days Max,False,5.5,217
158,False,/y50zJUQOP5NmdUj8vsyeSSar14B.jpg,"[35, 36]",745611,fr,Délicieux,"France, 18th Century. The prestige of a noble house depends above all on the quality of its table. At the dawn of the French Revolution, gastronomy still is a prerogative of the aristocrats. When talented cooker Manceron is dismissed by the Duke of Chamfort, he loses the taste for cooking. Back in his country house, his meeting with the mysterious Louise gets him back on his feet. While they both feed a desire of revenge against the Duke, they decide to create the very first restaurant in France.",5.078,/jFnT5TNGBSsD1GIfU8OhS9mXOgz.jpg,2021-09-08,Delicious,False,6.6,44
159,False,/1BqX34aJS5J8PefVnQSfQIEPfkl.jpg,"[80, 28, 53]",826749,en,Fortress,"The story revolves around a top-secret resort for retired U.S. intelligence officers. A group of criminals led by Balzary breach the compound, hellbent on revenge on Robert, forcing the retired officer and his son to save the day.",8.692,/8KRD395VxYHJJAS8Ad9I13Dvxs8.jpg,2021-12-17,Fortress,False,0.0,0
160,False,/yNVXlHst0S6q8EKjDu6AmRzP9B7.jpg,"[80, 53, 18]",645861,en,South of Heaven,"Convicted felon Jimmy gets early parole after serving twelve years for armed robbery. Upon his release, he vows to give Annie, his childhood love, now dying from cancer, the best last year of her life – unfortunately it’s not that simple.",5.701,/sUdlWpnpNIWPIvXDnucLRjDHOvQ.jpg,2021-10-08,South of Heaven,False,6.4,20
161,False,,[],675008,en,Feliz Navidad,Mexican feature film,8.412,,2021-12-31,Feliz Navidad,False,0.0,0
162,False,/vECdJXyERcp9g8dpK691y4hb6xG.jpg,"[18, 53]",821427,en,The Novice,"A queer college freshman joins her university’s rowing team and undertakes an obsessive physical and psychological journey to make it to the top varsity boat, no matter the cost.",8.415,/7qkb0LAbaIWe2TbGUogeNRtmKGE.jpg,2021-12-17,The Novice,False,0.0,0
163,False,,[],675143,en,Los 33,Mexican feature film,5.368,/7Giv5kuwSUUolawSGmeoaDVnbZ7.jpg,2021-12-31,Los 33,False,0.0,0
164,False,/p09OicSi8yLRS0xHq41pTijI4O0.jpg,"[18, 36]",587609,ru,Дорогие товарищи!,"When the communist government raises food prices in 1962, the rebellious workers from the small industrial town of Novocherkassk go on strike. The massacre which then ensues is seen through the eyes of a devout party activist.",5.549,/ds7T5PEplJQeKzpLWbIvW9xpHX1.jpg,2020-09-14,Dear Comrades!,False,7.4,52
165,False,/xgxdY4puoffYlCrfSumQt9xULFR.jpg,[18],714011,en,After Love,"Set in the port town of Dover in the South-East of England, Mary Hussain suddenly finds herself a widow following the unexpected death of her husband. A day after the burial, she discovers he has a secret just twenty-one miles across the English Channel in Calais.",5.877,/mXaNg69iWEs0Qsj4AJxcvCXuWKw.jpg,2021-06-04,After Love,False,8.1,18
166,False,,"[12, 14]",662707,en,Starbright,"A young orphan escapes the realities of her life by fantasizing about, and then entering, a fairy tale world.",4.918,,2021-12-25,Starbright,False,0.0,0
167,False,/hPCGfIjqTkT38u49uhFdmOKxUlK.jpg,"[36, 18]",744733,sv,Utvandrarna,"Based on the book by Vilhelm Moberg (published in 1949) depicting a few people emigrating from Sweden to the United States in the 1800s, and a remake of the 1971 film of the same name.",4.417,/3RbaSILAQNOQ4iNUJfh49A5gSQU.jpg,2021-12-25,The Emigrants,False,0.0,0
168,False,/yGPNJns2G4j7FuJw3vDVYJhIgxa.jpg,[18],608317,it,Volevo nascondermi,"The film tackles the life journey of Toni Ligabue, visionary naïf painter who used to draw tigers, lions and jaguars while living among the poplar trees of the boundless Po valley. A harsh life that is a fairy tale too, as a lonely and marginalized kid finds redemption in his art, and a way to express himself and be admired by the world.",7.246,/znkT7ke3WKz6wfvBCoCA7s8cvz8.jpg,2020-02-27,Hidden Away,False,7.6,165
169,False,/ziBtDlzSGxBqv8hvOzNQCeJVJRW.jpg,[18],601337,hi,83,"On the 25th of June 1983, the Lord’s Cricket Ground witnessed one of the biggest underdog stories in the history of sports. Fourteen inspired players - led by a man's self-belief and conviction - fought against all odds and orchestrated India’s greatest sporting triumph by beating the two-time World Champions West Indies.",6.228,/gTOMTFUbMxSApPRTuECMrl5RyQ2.jpg,2021-12-24,83,False,0.0,0
170,False,/2bkkKlk6GuEYZ4DL7mfSGSvxyB1.jpg,"[18, 53]",553884,en,Glass Jaw,"Glass Jaw is the redemption story of Travis Austin, a one time champion boxer who goes to prison and loses everything. After his release, he experiences the trials and tribulations of redeeming his reputation, his belt, and his true love.",7.465,/kkrI87cjUIny32LB0nEIojVhMx0.jpg,2021-12-16,Glass Jaw,False,9.0,1
171,False,,[],674997,en,El Santo,Mexican feature film,7.069,,2021-12-31,El Santo,False,0.0,0
172,False,/piQR1vyOTBTtQocW2Fgzv8nY03N.jpg,"[18, 14, 12]",446574,en,Siberia,"Clint is a dead man who lives alone in a frozen tundra. However, this isolation cannot bring either evasion or peace. One night, he begins a journey where he must confront his dreams, memories, and visions, crossing the darkness into the light.",6.774,/vSCjeSAkdrAyi3XDIrNWpMsH5oP.jpg,2020-07-02,Siberia,False,5.2,35
173,False,/1ZqckcvOEnaCLl0aJ55mGTmXw92.jpg,"[18, 36]",659370,da,Margrete den første,"1402. Queen Margrete has gathered the Nordic kingdoms in a union, ruled through her adopted son, Erik. But a conspiracy is in the making and Margrete finds herself in an impossible dilemma that could shatter her life's work: The Kalmar Union.",4.503,/yVGFU6vGrbSoKrchWTWUoru3zLG.jpg,2021-09-16,Margrete Queen of the North,False,7.3,3
174,False,/nvTD2DO96mEwOga34lQZgBKpdEQ.jpg,"[18, 878, 14]",511819,en,Memoria,"A Scottish orchid farmer visiting her ill sister in Bogota, Colombia, befriends a young musician and a French archaeologist in charge of monitoring a century-long construction project to tunnel through the Andes mountain range. Each night, she is bothered by increasingly loud bangs which prevent her from getting any sleep.",6.803,/fjHHXOxYZL22UYkUfnQqZzuHMfc.jpg,2021-08-20,Memoria,False,7.1,15
175,False,,[],675002,en,El Viaje del Abuelo,Mexican feature film,6.045,,2021-12-31,El Viaje del Abuelo,False,0.0,0
176,False,/eRKHZ4DGwJur2dCX03ILhmnnWma.jpg,[35],723294,fr,Un tour chez ma fille,"While her apartment is being renovated, Jacqueline is thrilled to be forced into spending “a few days” with her eldest daughter Carole and her son-in-law, who are both in couples therapy. These “few days” turn into “a few months”. Jacqueline quickly feels at home. She prepares dinners, monopolizes the television, reorganizes the kitchen... She is here, and no one knows for how long!",6.572,/hG4yUTzeWk7728l1C0xZzKLIPtJ.jpg,2021-06-16,"Knock, Knock, It’s Mom!",False,5.7,35
177,False,/dq6M58VE5mQhLJ2rFEZLNAmrWxz.jpg,[18],645689,en,The Duke,"In 1961, a 60 year old taxi driver stole Goya’s portrait of the Duke of Wellington from the National Gallery in London.  It was the first (and remains the only) theft in the Gallery’s history.  What happened next became the stuff of legend.",4.781,/fFeViNHhxXttSYZJH68mQuw3gj3.jpg,2021-07-23,The Duke,False,6.7,16
178,False,,[27],772576,en,Forgiveness,"Three women mysteriously wake up in a hospital and discover that one of them is deaf, one is mute and the other one is blind; together they will have to figure out why they are there and how to get out.",6.775,/2fPUDg6WoYS7aD1ps2LnancVNt4.jpg,2021-12-31,Forgiveness,False,0.0,0
179,False,,"[80, 28]",619803,ko,범죄도시 2,"The sequel to the 2017 crime action movie ""The Outlaws"".",5.975,/sUK97eO2mgHqwQ2ZMLjpMvuon6M.jpg,2022-01-01,The Outlaws 2,False,0.0,0
180,False,/vgssRsGoCq8AQnlcs8Sow8noj43.jpg,"[18, 36, 10752]",399178,en,Benediction,"The story of soldier and poet Siegfried Sassoon (1886–1967), who was decorated for bravery on the Western Front, and is best remembered for his angry and compassionate poems about the First World War, which brought him public and critical acclaim. Avoiding the sentimentality and jingoism of many war poets, Sassoon wrote of the horror and brutality of trench warfare and contemptuously satirised generals, politicians, and churchmen for their incompetence and blind support of the war.",5.005,/zyWvvtVvVDNuyCl2eNcYYnI4oIO.jpg,2021-12-23,Benediction,False,0.0,0
181,False,/74UTa5XraQGeu6zZqVrHu1yUxGl.jpg,"[10751, 16]",423968,en,The Ark and the Aardvark,An aardvark named Gilbert lands the job of shepherding all the animals onto Noah's Ark.,6.038,/ur5DYpWrfhgirnSXi82SLg1qHOq.jpg,2021-12-30,The Ark and the Aardvark,False,0.0,0
182,False,/g7mkPlGD5bxz9TFZa3sPfPgEJqq.jpg,[18],785209,fr,Un monde,"When Nora witnesses Abel being bullied by other kids, she rushes to protect him by warning their father. But Abel forces her to remain silent. Caught in a conflict of loyalty, Nora will ultimately try to find her place, torn between children’s and adult’s worlds.",8.148,/eTqJRku3KiOUJPCfg7IztIPSntl.jpg,2021-11-25,Playground,False,7.8,4
183,False,,[],671269,en,El Diario de Karem,A possessed young girl from an atheist family refuses to let her new powers go and becomes more than a threat to everyone besides her.,7.951,/k6sUmC7p53lVqUpYHRZY3nkN5d0.jpg,2021-12-31,El Diario de Karem,False,0.0,0
184,False,/siFMXY5hOvcyq1Cs6E7bfsl8Ka8.jpg,"[16, 35, 12, 878]",529426,zh,熊出没之变形记,"Briar and Bramble, two bear brothers who constantly annoy Vick, are about to have a rude awakening. Vick goes to meet them to make them disappear and remove them from his life. During the commotion, all three are caught in by a shrink ray and miniaturized. The tiny team must return to the device to reverse the effects, but their efforts are thwarted by Vick's father. All three of them embark on a crazy race through a beautiful world, right under our feet, not only to return to their right , but also to find their families.",4.982,/3SHjHTSbbl9bWe4dFCignISpGEA.jpg,2018-02-16,Boonie Bears: The Big Shrink,False,7.3,4
185,False,,[14],823223,en,Co-Incidence,"A love triange between a dead woman, a psychic, and the woman he's in love with.",5.09,/lizRyuol4KJcQymjTo9v9cE82fR.jpg,2002-12-19,Co-Incidence,False,0.0,0
186,False,/tZWTkJFJe5DwzSSkCc4L7VghJmZ.jpg,[27],810271,en,The Resort,"Four friends head to Hawaii to investigate reports of a haunting at an abandoned resort in hopes of finding the infamous Half-Faced Girl. When they arrive, they soon learn you should be careful what you wish for.",6.453,/maJs2KmP4R0AmkAjSk1iadCL1De.jpg,2021-04-30,The Resort,False,3.9,35
187,False,/8DjwEtNi0PUZoCTItDlOV4QfY8A.jpg,"[35, 10751]",168615,fr,Boule & Bill,"Buddy is an abandoned young cocker spaniel waiting dejectedly in his cage for a kind, new owner to adopt him. Suddenly, Billy, a little boy whose hair is as red as Buddy's, appears. It's love at first sight and the beginning of a great friendship. But for Billy's parents, this is where the trouble begins.",6.818,/aPyzPbpHTj7yFqUOP0v8DfsAQGx.jpg,2013-02-27,Boule & Bill,False,4.5,254
188,False,,"[35, 18]",903944,id,Yowis Ben Finale,To be added.,5.295,/pnKDPgj4Tv38H3eP7nxSMnToZ1x.jpg,2021-12-16,Yowis Ben Finale,False,0.0,0
189,False,/zE5cibTZg9lZvv06tz2IcVlbShe.jpg,[18],664697,es,Lo invisible,"When Luisa, 45, returns from a psychiatric clinic after a bout with severe postpartum depression, she enters a new confinement in her dazzling home, surrounded by family members and a brigade of servants who expect her struggles to remain invisible. Unable to continue playing the role of the perfect housewife, Luisa's only escape is to waltz elegantly into madness.",3.92,/n3XmcyXMrZjKFGvKZ8awEdZj9oP.jpg,2021-12-31,Lo invisible,False,0.0,0
190,False,,"[9648, 18, 27]",484907,en,Homebound,A young woman arrives at the home of her new husband's estranged family to find the children behaving in increasingly unnerving ways.,3.67,,2021-12-31,Homebound,False,0.0,0
191,False,,"[18, 37]",725501,en,Trail Blazers,"A band of siblings who were once robbers, thieves and killers of the west, decide to fulfill their fathers dying wish of abandoning their life of crime and pursuing the path of the holy.",3.919,/mU1Ni2U1lBzOf2sxZGGJq5okFW8.jpg,2021-12-31,Trail Blazers,False,0.0,0
192,False,/kICu1UE1JDA41TDi998CufCeZ4Z.jpg,"[80, 28]",593395,it,Diabolik,"The fictional city of Clerville, 1960s. The infallible Diabolik, a gentleman gangster whose real identity is unknown, has dealt another blow to the police, escaping yet again with his black Jaguar E-type. Meanwhile, there is great anticipation in town for the arrival of Lady Kant, a fascinating heiress who'll be bringing a famous pink diamond with her. The priceless jewel does not elude Diabolik's attention, who in an attempt to put his hands on it, gets enchanted by the woman's irresistible charm. But now the very life of the master thief is in danger: The determined and incorruptible Inspector Ginko and his team have finally found a way to draw him out into the open and this time Diabolik will not be able to get out of it alone.",6.033,/rr6CJMws68SIXi3080hDkQJ9Zh9.jpg,2021-12-16,Diabolik,False,0.0,0
193,False,,[],894686,en,How to Please a Woman,"When her all-male house-cleaning business gets out of control, a mature woman must embrace her own sexuality, if she is to make a new life for herself.",4.356,/uyvNqhAdGITs6GfyrsJhYbKdwby.jpg,2021-12-27,How to Please a Woman,False,0.0,0
194,False,/hsAZKgLMhReTakzdBxCAJsTinea.jpg,[18],606566,it,Gli anni più belli,"The story of four friends Giulio, Gemma, Paolo, Riccardo, told over forty years, from 1980 to today, from adolescence to adulthood. Their hopes, their disappointments, their successes and failures are the intertwining of a great story of friendship and love through which Italy and the Italians are also told. A large fresco that tells who we are, where we come from and also where they will go and who our children will be. It is the great circle of life that repeats itself with the same dynamics despite the fact that years and even different periods pass in the background.",6.816,/FYekXUC4QMYIBc06JiBHS5Zpbp.jpg,2020-02-13,The Best Years,False,6.8,248
195,False,/fu3D4U36gmcpE6406sM5NJaz18O.jpg,[18],575659,de,Berlin Alexanderplatz,"An adaptation of Doblin's text to 2015 Berlin to tell the story of 30-year-old refugee Francis, the sole survivor of a boat which crossed the Mediterranean illegally. Without citizenship papers, Francis is drawn into the underbelly of the city.",3.829,/5i3ZUjsjDWrcqPGRoKrHsAltBvD.jpg,2020-06-25,Berlin Alexanderplatz,False,7.3,42
196,False,/uPspRqWtWhLFGkrW1Lkv3XFXxSG.jpg,[35],658287,it,Io sono Babbo Natale,"Ettore has spent the last five years in jail for a robbery. Once out of prison, he has nowhere to go, his wife broke up with him and doesn’t want him to meet their little daughter who was born right before he was arrested. Alone and desperate, Ettore roams the streets of Rome and meets a strange old man, Nicola. He decides to take advantage of him and rob him. But after breaking into his house, Ettore realizes Nicola doesn’t have anything worth to be stolen and furthermore, the old man tells him a rather stranger thing: he affirms to be Santa Claus…",7.326,/z0i7kOzu4z6tx8tsqpwwjQBjofp.jpg,2021-11-03,I Am Santa Claus,False,6.6,26
197,False,/o98SBN2WmNOQFA2isS2NVAsl7pF.jpg,[35],554375,fr,C'est la vie,,3.115,/ie96hFRmdWEqiSSegaT3K48yMzD.jpg,2020-12-30,C'est la vie,False,6.8,7
198,False,,[],833428,fr,Chère Léa,"Jonas, a 40 something Parisian, is still desperately in love with his ex-girlfriend Léa. When he knocks on her door to confess his feelings and she turns him down, he ends up at the café downstairs. Inspiration strikes and he sits down to write her a long love letter, dodging everything he was supposed to do that day. What begins as a last attempt to get her back surprisingly turns into a vivid musing on the state of his life. Over the course of a day, helped by a wisecracking bartender and an array of patrons from the neighborhood, Jonas has to face his past relationships, his uncertain future and, most of all, himself.",7.234,/in05xMgRA1ING67eAcON73VSr2J.jpg,2021-12-15,The Love Letter,False,0.0,0
199,False,,"[35, 18, 28]",903699,en,Private Blue,A renegade private detective is hired by the police to find the source of a new mysterious drug that is causing death in the local sex trade industry.,5.388,/f9mRd9tItuCcT6cGjqQAYc8DZk7.jpg,2021-12-18,Private Blue,False,0.0,0
200,False,,[],675083,en,Set Up,Mexican feature film,5.373,,2021-12-31,Set Up,False,0.0,0
201,False,/aEnAGGbb0pHaiEb2b1Qj5H8FVGd.jpg,"[18, 28, 12]",14797,zh,天地英雄,"A Chinese emissary is sent to the Gobi desert to execute a renegade soldier. When a caravan transporting a Buddhist monk and a valuable treasure is threatened by thieves, however, the two warriors might unite to protect the travelers.",5.484,/gvf2IHzIpiAMEv09pdlsniFpsm0.jpg,2003-09-23,Warriors of Heaven and Earth,False,6.3,66
202,False,,"[10749, 9648, 53]",413453,en,Malibu Road,"Dr. Raymond Forrester, professor of psychology at UCLA, takes student and Hollywood starlet Dorothy Crowder to a Malibu hotel of questionable reputation. The two ingest LSD, sent in a mysterious package to Forrester, and become some of the first Americans to go on a psychedelic experience. The experience takes a turn for the deadly during New Year's Eve 1960 and now the duo must rediscover reality or be trapped in an endless cycle of sex, drugs and murder in 'paradise.'",4.366,/e6m0FX7XeNjN2s6bXjHLJxNOC8H.jpg,2021-12-31,Malibu Road,False,0.0,0
203,False,,"[35, 27]",737676,en,The ExorSIS,Coming Soon.,4.441,/mwBXuQKuFdf8miqOU7ULsvDO3ns.jpg,2021-12-25,The ExorSIS,False,0.0,0
204,False,,[18],659988,fr,Madeleine Collins,"Judith manages a busy double life between Switzerland and France. On the one hand there's Abdel, with whom she has a little girl, and on the other Melvil, with whom she has two older boys. Gradually, this delicate balancing act built on lies, secrets, and constant to-ing and fro-ing, starts cracking up under the pressure. Caught in a trap, Judith decides to run away from it all and her situation soon spirals out of control.",4.212,/y8W8r5Y4TjqTKiX0iSaFQvH5ctw.jpg,2021-12-22,Madeleine Collins,False,0.0,0
205,False,,[99],736848,fr,C'est toi que j'attendais,"Documentary on the event of having or getting children focuses on 2 couples already engaged in adoption ,a mother who gave birth anonymously and seeks her son 30 years later, and a teacher trying to find his own anonymous mother.",3.949,/nG81nmlUCwyTpUhuv1jDDaX7AZJ.jpg,2021-12-22,C'est toi que j'attendais,False,0.0,0
206,False,,"[10749, 35]",801049,en,Jogira Sara Ra Ra,Upcoming Indian movie...,4.845,,2021-12-31,Jogira Sara Ra Ra,False,0.0,0
207,False,,[18],589752,ru,Чемпион мира,"Some sporting victories are about more than just claiming a title. Some of them go down in history. The film follows the most dramatic and legendary showdown in the history of chess – the match between Anatoly Karpov, then world champion, and Viktor Korchnoi, a recent emigrant from the USSR. In this battle between two outstanding chess players, a duel of personalities under immense psychological pressure, the stakes are incomprehensibly high.",4.376,/76eINeZIjGxhGKeNfR2h8zYIIDk.jpg,2021-12-30,Champion of the World,False,0.0,0
208,False,/lpdKLieIg1iOYRKKiQh4wXNjlLG.jpg,"[16, 18, 28, 9648]",801293,ja,名探偵コナン 緋色の不在証明,Compilation film combining footage from various television anime episodes that center on the Akai family.,4.928,/9gMIFPFs9mlESSzTt2zXLSQhXj4.jpg,2021-02-11,Detective Conan: The Scarlet Alibi,False,5.6,5
209,False,/AomMVgCPljAKJ1ZogMnwWQZ7jXW.jpg,"[16, 28, 12, 36, 18, 14]",637462,ja,劇場版 Fate/Grand Order -神聖円卓領域キャメロット- Paladin; Agateram,,4.36,/2a5ZB9s9gVFCZQrCj2w3ZdES73w.jpg,2021-05-15,Fate/Grand Order: The Movie - Divine Realm of the Round Table: Camelot - Paladin; Agateram,False,4.3,2
210,False,/bmofc2bySQJY9fyahw28LKQRmPA.jpg,"[16, 10751, 35]",691091,sv,Bamse och Vulkanön,,3.667,/vXlNz0HHwMP6XyG3rpcPGuw1gTH.jpg,2021-12-22,Bamse och Vulkanön,False,0.0,0
211,False,,[],772505,es,Después De Ti,,2.794,/lTQKTR8gYbgcluFWZzsaisTObpy.jpg,2021-12-31,Después De Ti,False,0.0,0
212,False,,[18],347622,en,Monty Clift,"During production of A Place in the Sun, Montgomery Clift meets the woman who will become his closest confidant and best friend, Elizabeth Taylor.",3.809,,2021-12-31,Monty Clift,False,0.0,0
213,False,/1qNHIOt7fqKTh1kv6j8hQFCFnDd.jpg,[18],776511,en,Jockey,"An aging jockey is determined to win one last championship, but his dream is complicated when a young rookie shows up claiming to be his son.",6.43,/frPUFB5yoEaaJUcti84Coy5pLNz.jpg,2021-12-29,Jockey,False,0.0,0
214,False,,[],844412,zh,雄狮少年,This film tells the story of the growth of the left-behind teenager Ah Juan and his friends Ah Cat and Ah Dog in the training of the retired lion king Salty Strong to participate in the lion dance competition,6.329,/fWntkwMMWpNoqrWcb9svLhsQ502.jpg,2021-12-17,Lion Boy,False,0.0,0
215,False,/oWnbiFoRB2ZZVQe1XYVP1lDUpUk.jpg,[35],698583,it,Chi ha incastrato Babbo Natale?,,4.913,/ld1RRJTzFRoFwC5v6hRJnpEZJuV.jpg,2021-12-16,Chi ha incastrato Babbo Natale?,False,0.0,0
216,False,/4UgPyalcylMBWLLiZZD3c6lImom.jpg,"[18, 10749]",574078,hu,A feleségem története,A sea captain makes a bet in a cafe with a friend that he will marry the first woman who walks in.,2.954,/4PilF6fzZpbHVuT0EIYwqElSyc0.jpg,2021-09-23,The Story of My Wife,False,10.0,1
217,False,,[],898802,en,You Mean Everything to Me,"Still reeling from getting kicked out of her sister's apartment, Cassandra falls hard and fast for Nathan, a local DJ.  After a whirlwind romance, he convinces her to quit her job and enlists her to dance at his club. As his coercive control increases and his demands grow darker, Nathan soon isolates her from her friends and family. Confused and desperate, she must figure out how to save another from the same fate and decide what her own freedom is worth.",4.063,/pzzcDfb2f3XppYlveOqx7gF6hK1.jpg,2021-12-17,You Mean Everything to Me,False,0.0,0
218,False,/5cFrRDLgf030lB7dzvlE8qONURr.jpg,"[99, 36]",822099,en,The Lost Leonardo,"London, England, 2008. Some of the most distinguished experts on the work of Italian artist Leonardo da Vinci (1452-1519) gather at the National Gallery to examine a painting known as Salvator Mundi; an event that turns out to be the first act of one of the most fascinating stories in the history of art.",6.244,/nVXECwOa4g5ZHND6dOxXjQ5bbpT.jpg,2021-08-20,The Lost Leonardo,False,5.5,2
219,False,/78Cx8uEqCSmuuzJO9ias4SBPKtI.jpg,[35],899120,en,Jill!,"Jill has just finished her first year of college and is home for the summer. While keeping old friendships, and creating new ones, she finds that there are certain attributes to her family she wants to shy away from.",4.328,/bbWkcbIODTQQE4853NgeEjG81oI.jpg,2021-12-19,Jill!,False,0.0,0
220,False,,[],674979,en,Dia de Los Muertos,Mexican feature film,3.522,,2021-12-31,Dia de Los Muertos,False,0.0,0
221,False,/47MjuLS65TVKQte8CsvOebED5Jn.jpg,[18],735726,fr,Tout s'est bien passé,"When André, 85, has a stroke, Emmanuelle hurries to her father’s bedside. Sick and half-paralyzed in his hospital bed, he asks Emmanuelle to help him end his life. But how can you honor such a request when it’s your own father?",3.622,/pfA9zBBfBS3bKfZcTghR0FsqWrJ.jpg,2021-07-18,Everything Went Fine,False,6.3,28
222,False,/mcQgJki4hj8uQXxLMiKdAZBynEj.jpg,[99],676172,fr,Noël et sa mère,"Noel and his mother Michelle form a strange couple. They cannot live without one another but as soon as they get together the atmosphere becomes highly charged. Through long conversations and moments of silence, the exploration of a mother-son relationship in its most tragical as well as its most comical details.",4.843,/2ooZkT3hL5MDEhQeVF7oxiA25ul.jpg,2021-12-15,Noël and His Mother,False,0.0,0
